ID,Submit Year,Start Year,Title,Description,Institution,Investigators,Discipline
384363,2005,2006,Primary health care in Australia: What is its scope & what is the role of the nurse?,Primary health care in Australia: What is its scope & what is the role of the nurse?,Monash University,Dr Catherine M Joyce,PUBLIC HEALTH AND HEALTH SERVICES
384370,2005,2006,The role of T-cell protein tyrosine phosphatase in TNF signalling,The role of T-cell protein tyrosine phosphatase in TNF signalling,University of Melbourne,Dr Catherine J van Vliet,BIOCHEMISTRY AND CELL BIOLOGY
384457,2005,2007,The role of frem genes in development and disease,The role of frem genes in development and disease,Monash University,Dr Ian M Smyth,BIOCHEMISTRY AND CELL BIOLOGY
384460,2005,2006,Development of liver and stem cell transplantation for the treatment of ,Development of liver and stem cell transplantation for the treatment of ,Murdoch Childrens Research Institute,Dr Katrina J Allen,CLINICAL SCIENCES
384467,2005,2006,Mechanisms of RNAi induced centromeric heterochromatin modification,Mechanisms of RNAi induced centromeric heterochromatin modification,Murdoch Childrens Research Institute,Dr Danielle V Irvine,GENETICS
384470,2005,2006,a neoro-behavioural classification system for paediatric motor speech disorders,a neoro-behavioural classification system for paediatric motor speech disorders,Murdoch Childrens Research Institute,Dr Angela T Morgan,CLINICAL SCIENCES
384489,2005,2006,"TorsinA medicated dystonia, functional analysis & molecular models of pathogenesis","TorsinA medicated dystonia, functional analysis & molecular models of pathogenesis",Murdoch Childrens Research Institute,Miss Gabrielle  Wilson,NEUROSCIENCES
384702,2005,2006,"Interactions between adaptable pathogens, drugs and the human host","Interactions between adaptable pathogens, drugs and the human host",Murdoch University,Prof Simon A Mallal,IMMUNOLOGY
386201,2005,2006,Multicentre randomised controlled trial of very early and frequent mobilisation after stroke,"Improving outcome after stroke: A large, multicentre, randomised controlled trial of very early mobilisation (AVERT)",National Stroke Research Institute,A/Pr Helen  Dewey,CLINICAL SCIENCES
386204,2005,2006,Cortical remodelling associated with unilateral cartoid stenoses: a functional magnetic resonance imaging study.,Cortical remodelling associated with unilateral cartoid stenoses: a functional magnetic resonance imaging study.,National Stroke Research Institute,Dr Amy G Brodtmann,NEUROSCIENCES
386500,2005,2006,Schizophrenia Research Bank,Australian Schizophrenia Research Bank (ASRB),Schizophrenia Research Institute,Prof Vaughan J Carr,CLINICAL SCIENCES
386501,2005,2008,"Study of motor inhibition deficits in schizophrenia using MRI, EventRelatedPotentials& Transcranial Magnetic stimulation","Study of motor inhibition deficits in schizophrenia using MRI, EventRelatedPotentials& Transcranial Magnetic stimulation",Swinburne University of Technology,Dr Patrick J Johnston,CLINICAL SCIENCES
387701,2005,2006,Study on cervical health,"The effect of exogenous hormones, smoking and HPV on the incidence of screen detected pre-invasive cervical cancer.",NSW Cancer Council,A/Pr Freddy  Sitas,PUBLIC HEALTH AND HEALTH SERVICES
388901,2005,2006,Uncoupled Research Fellowship,Uncoupled Research Fellowship,Prince Henry's Institute of Medical Research,Prof Lois A Salamonsen,CLINICAL SCIENCES
388904,2005,2006,Uncoupled Research Fellowship,Uncoupled Research Fellowship,Prince Henry's Institute of Medical Research,Prof Peter J Fuller,OTHER MEDICAL AND HEALTH SCIENCES
388930,2005,2006,Macrophage-mediated injury - potential therapeutic targets for preventing diabetic nephropathy & insulin resistance. ,Macrophage-mediated injury - potential therapeutic targets for preventing diabetic nephropathy & insulin resistance. ,Prince Henry's Institute of Medical Research,Dr Gregory H Tesch,CLINICAL SCIENCES
389202,2005,2006,National Leukaemia and Lymphoma Tissue Bank (NLLTB),Australasian Leukaemia Lymphoma Group (ALLG) National Leukaemia and Lymphoma Tissue Bank (NLLTB),Princess Alexandra Hospital,Dr Paula V Marlton,CLINICAL SCIENCES
389500,2005,2008,Population Health Approaches to Dietary Behaviour & Cancer Control,Population Health Approaches to Dietary Behaviour & Cancer Control,University of Queensland,Dr Marina M Reeves,PUBLIC HEALTH AND HEALTH SERVICES
389806,2005,2006,Uncoupled Research Fellowship,Uncoupled Research Fellowship,Queensland Institute of Medical Research,Dr David L Duffy,GENETICS
389809,2005,2006,Uncoupled Research Fellowship,Uncoupled Research Fellowship,Queensland Institute of Medical Research,A/Pr Rajiv  Khanna,IMMUNOLOGY
389830,2005,2006,Immune  control of herpesviruses,Immunobiology of Human Herpesvirus Infections,Queensland Institute of Medical Research,Prof Denis J Moss,IMMUNOLOGY
389837,2005,2006,A collaborative and international study of bronchiectasis in Indigenous children.,MULTICENTRE BRONCHIECTASIS STUDY: A collaborative and international study of bronchiectasis in Indigenous children.,Menzies School of Health Research,Dr Peter S Morris,PUBLIC HEALTH AND HEALTH SERVICES
389855,2005,2006,Practitioner Fellowship,Practitioner Fellowship,Queensland Institute of Medical Research,Dr Geoffrey  Hill,IMMUNOLOGY
389892,2005,2006,Statistical Methods and Algorithms for Analysis of High-throughput Genetics and Genomics Platforms,Statistical Methods and Algorithms for Analysis of High-throughput Genetics and Genomics Platforms,Queensland Institute of Medical Research,Prof Peter M Visscher,GENETICS
389910,2005,2006,Development of contemporary surveillance & control methodologies for dengue & other mosquito-borne viral diseases. ,Development of contemporary surveillance & control methodologies for dengue & other mosquito-borne viral diseases. ,Queensland Institute of Medical Research,Dr Peter A Ryan,PUBLIC HEALTH AND HEALTH SERVICES
389915,2005,2006,The effect of potent G-CSF analogues on regulatory T cells and transplant tolerance,The effect of potent G-CSF analogues on regulatory T cells and transplant tolerance,Queensland Institute of Medical Research,Dr Kelli PA MacDonald,IMMUNOLOGY
389941,2006,2007,Genetic and evironmenal risk factors for melanoma: translation into behavioural change,Genetic and evironmenal risk factors for melanoma: translation into behavioural change,Queensland Institute of Medical Research,Prof Nicholas K Hayward,GENETICS
390109,2005,2006,Uncoupled Research Fellowship,Uncoupled Research Fellowship,Queensland University of Technology,A/Pr Gavin  Turrell,PUBLIC HEALTH AND HEALTH SERVICES
390125,2005,2006,Uncoupled Research Fellowship,Uncoupled Research Fellowship,Queensland University of Technology,Prof Judith  Clements,CLINICAL SCIENCES
390136,2005,2006,Life course determinants of the mental health and wellbeing of Australian children. ,Life course determinants of the mental health and wellbeing of Australian children. ,Murdoch Childrens Research Institute,A/Pr Jan  Nicholson,PUBLIC HEALTH AND HEALTH SERVICES
393703,2005,2006,TARGIT: Targeted Intraoperative Radiotherapy for Early Breast Cancer,A randomised controlled trial comparing intraoperative to conventional radiotherapy in women with early beast cancer.,University of Western Australia,Prof David J Joseph,CLINICAL SCIENCES
395508,2005,2006,Uncoupled Research Fellowship,Uncoupled Research Fellowship,St. Vincent's Institute of Medical Research,A/Pr Duncan J Campbell,MEDICAL BIOCHEMISTRY AND CLINICAL CHEMISTRY
395513,2005,2006,Uncoupled Research Fellowship,Uncoupled Research Fellowship,St. Vincent's Institute of Medical Research,Dr Natalie A Sims,BIOCHEMISTRY AND CELL BIOLOGY
395516,2005,2006,Uncoupled Research Fellowship,Uncoupled Research Fellowship,St. Vincent's Institute of Medical Research,Dr Ora  Bernard,CLINICAL SCIENCES
395522,2005,2006,Phosphoproteomics: Metabolic and Exercise Signalling Markers for Sedentary and Trained Individuals,Phosphoproteomics: Metabolic and Exercise Signalling Markers for Sedentary and Trained Individuals,St. Vincent's Institute of Medical Research,Prof Bruce E Kemp,GENETICS
395525,2005,2006,Identification and characterization of novel molecular modulations of tumour cell metastasis,Identification and characterization of novel molecular modulations of tumour cell metastasis,Monash University,Dr John T Price,BIOCHEMISTRY AND CELL BIOLOGY
395532,2005,2006,Development of durgs to fight infectious diseases,Structure based drug design of inhibitors of the cholesterol-dependent cytolysins and respiratory syncytial virus fusion,St. Vincent's Institute of Medical Research,Dr Susanne C Feil,OTHER MEDICAL AND HEALTH SCIENCES
396400,2005,2006,Uncoupled Research Fellowship,Uncoupled Research Fellowship,The Cancer Council Victoria,Prof Melanie A Wakefield,PUBLIC HEALTH AND HEALTH SERVICES
396414,2005,2006,Health 2020,The Health 2020 Cohort Study (Health 2020) ,The Cancer Council Victoria,Prof Graham  GILES,PUBLIC HEALTH AND HEALTH SERVICES
398504,2005,2006,"Enhancing understandings of drug use & related harms in Australia: Methods, design & social context. ","Enhancing understandings of drug use & related harms in Australia: Methods, design & social context. ",Monash University,A/Pr Paul M Dietze,PUBLIC HEALTH AND HEALTH SERVICES
398505,2005,2006,Responding to illicit drugs in Australia: towards evidence-based strategic policy. ,Responding to illicit drugs in Australia: towards evidence-based strategic policy. ,University of New South Wales,A/Pr Alison  Ritter,PUBLIC HEALTH AND HEALTH SERVICES
399210,2005,2006,Rewiring the human brain during motor learning,Rewiring the human brain during motor learning,University of Adelaide,Dr Gabrielle  Todd,NEUROSCIENCES
399221,2005,2006,The role of zinc in the respiratory system and in chronic obstructive pulmonary disease,The role of zinc in the respiratory system and in chronic obstructive pulmonary disease,University of Adelaide,Dr Carol J Lang,MEDICAL BIOCHEMISTRY AND CLINICAL CHEMISTRY
399225,2005,2006,Predicting & Improving Mental Health Resilience in Early Childhood: The impact of relationships with teachers & parents.,Predicting & Improving Mental Health Resilience in Early Childhood: The impact of relationships with teachers & parents.,University of Adelaide,Dr Lauren R Miller-Lewis,PUBLIC HEALTH AND HEALTH SERVICES
399300,2005,2006,Uncoupled Research Fellowship,Uncoupled Research Fellowship,University of Adelaide,Prof Sharad  Kumar,BIOCHEMISTRY AND CELL BIOLOGY
399389,2005,2006,n-3 fatty acids in pregnancy and childhood allergy,n-3 LCPUFA supplementation in pregnancy to reduce allergies in early childhood,University of Adelaide,A/Pr Maria  Makrides,PUBLIC HEALTH AND HEALTH SERVICES
399396,2005,2006,Dairy as a source of Omega-3 fats for food supplements,Docosahexaenic acid (DHA) from dairy. How dietary omega-3 fats from dairy can increase DHA levels to improve,University of South Australia,Dr Karen J Murphy,CLINICAL SCIENCES
400016,2005,2006,Uncoupled Research Fellowship,Uncoupled Research Fellowship,University of Melbourne,A/Pr Brian  Dean,CLINICAL SCIENCES
400018,2005,2006,Uncoupled Research Fellowship,Uncoupled Research Fellowship,University of Melbourne,Dr Heather M Young,NEUROSCIENCES
400057,2005,2006,Uncoupled Research Fellowship,Uncoupled Research Fellowship,University of Melbourne,A/Pr Amanda J Fosang,CLINICAL SCIENCES
400058,2005,2007,Practitioner Fellowship,Practitioner Fellowship,University of Melbourne,Prof Malcolm K Horne,NEUROSCIENCES
400068,2005,2006,Uncoupled Research Fellowship,Uncoupled Research Fellowship,Monash University,A/Pr Jennifer L Wilkinson-Berka,CLINICAL SCIENCES
400109,2005,2006,Uncoupled Research Fellowship,Uncoupled Research Fellowship,University of Melbourne,A/Pr Marshall W. Lightowlers,MEDICAL MICROBIOLOGY
400113,2005,2006,Uncoupled Research Fellowship,Uncoupled Research Fellowship,University of Melbourne,Dr Ross D Hannan,BIOCHEMISTRY AND CELL BIOLOGY
400121,2005,2006,Epilepsy:  a basic science to patient program about how gene changes cause seizures,Epilepsy:  Molecular basis and mechanisms in the era of functional genomics,University of Melbourne,Prof Samuel F Berkovic,OTHER MEDICAL AND HEALTH SCIENCES
400145,2005,2006,Uncoupled Research Fellowship,Uncoupled Research Fellowship,University of Melbourne,Prof John  Hamilton,CLINICAL SCIENCES
400183,2005,2006,Practitioner Fellowship,Practitioner Fellowship,University of Melbourne,A/Pr Steven J Collins,MEDICAL MICROBIOLOGY
400191,2005,2006,Uncoupled Research Fellowship,Uncoupled Research Fellowship,University of Melbourne,Dr Kevin J Barnham,BIOCHEMISTRY AND CELL BIOLOGY
400202,2005,2006,Diseases of the ageing brain,Neurodegeneration in the ageing brain:  how the pathways leading to aggregated protein cause disease,University of Melbourne,Prof Colin L Masters,OTHER MEDICAL AND HEALTH SCIENCES
400231,2005,2006,Uncoupled Research Fellowship,Uncoupled Research Fellowship,University of Melbourne,Prof Robert RG Ramsay,BIOCHEMISTRY AND CELL BIOLOGY
400281,2005,2006,AOCS Clinical Follow-Up Core,Molecular Epidemiology of Ovarian Cancer: The Australian Ovarian Cancer Study National Clinical Follow-Up Core,University of Melbourne,Prof David DL Bowtell,CLINICAL SCIENCES
400303,2005,2006,Uncoupled Research Fellowship,Uncoupled Research Fellowship,University of Melbourne,Prof Gregory J Dusting,PHARMACOLOGY AND PHARMACEUTICAL SCIENCES
400317,2005,2006,Uncoupled Research Fellowship,Uncoupled Research Fellowship,University of Melbourne,A/Pr Gary F Egan,NEUROSCIENCES
400386,2005,2006,The early inflammatory response to viral infections,The early inflammatory response to viral infections,Melbourne Health,Dr Patrick C Reading,IMMUNOLOGY
400388,2005,2006,Concussive injury in children and adolescents.Novel imaging modalities in adult concussive brain injury,Concussive injury in children and adolescents.Novel imaging modalities in adult concussive brain injury,University of Melbourne,A/Pr Paul R McCrory,CLINICAL SCIENCES
400391,2005,2006,Advancing arthritis public health research and evidence-informed policy in Australia. ,Advancing arthritis public health research and evidence-informed policy in Australia. ,Deakin University,Dr Richard  Osborne,PUBLIC HEALTH AND HEALTH SERVICES
400396,2005,2008,The functional characterisation of prolyl hydroxylases in brain ischaemic injury,The functional characterisation of prolyl hydroxylases in brain ischaemic injury,Monash University,Dr Lisa  M Kaminskas,NOT ALLOCATED
